Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Quarter,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,CLTV,Churn,TenureGroup,SpendingGroup
Male,50,No,No,No,No,0,Q3,No,0,18,Offer D,Yes,31.33,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,331.35,0.0,0,563.94,895.29,5,No,4769,0,12-24 Months,Low
Female,52,No,No,No,Yes,1,Q3,No,0,4,,Yes,32.15,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.4,84.75,0.0,0,128.6,213.35,3,No,5602,0,0-12 Months,Low
Male,52,No,No,Yes,Yes,2,Q3,Yes,4,65,,Yes,36.5,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1715.1,0.0,0,2372.5,4087.6,5,No,6263,0,48+ Months,Low
Male,63,No,No,Yes,Yes,1,Q3,Yes,6,70,Offer A,Yes,10.46,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1715.15,0.0,0,732.2,2447.35,3,No,6059,0,48+ Months,Low
Male,44,No,No,No,Yes,2,Q3,No,0,62,,Yes,24.48,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.0,1250.1,0.0,0,1517.76,2767.86,3,No,4402,0,48+ Months,Low
Female,58,No,No,Yes,Yes,2,Q3,Yes,9,66,Offer A,Yes,8.39,No,Yes,DSL,16,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3996.8,0.0,0,553.74,4550.54,3,No,5979,0,48+ Months,Medium
Female,23,Yes,No,Yes,Yes,2,Q3,No,0,65,Offer B,Yes,4.75,Yes,Yes,DSL,69,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,82.5,5215.1,0.0,40,308.75,5563.85,3,No,5314,0,48+ Months,Medium
Female,19,Yes,No,No,No,0,Q3,No,0,34,,Yes,36.75,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,673.2,0.0,0,1249.5,1922.7,5,No,2864,0,24-48 Months,Low
Male,49,No,No,Yes,Yes,2,Q3,Yes,8,16,Offer D,Yes,48.71,Yes,Yes,Fiber Optic,12,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,1442.2,0.0,0,779.36,2221.56,3,No,5560,0,12-24 Months,High
Male,54,No,No,Yes,No,0,Q3,Yes,10,71,Offer A,Yes,37.69,No,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7291.75,0.0,0,2675.99,9967.74,5,No,6319,0,48+ Months,High
Male,45,No,No,No,No,0,Q3,No,0,18,Offer D,Yes,12.97,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,23.75,424.5,0.0,0,233.46,657.96,4,No,3076,0,12-24 Months,Low
Male,54,No,No,No,No,0,Q3,No,0,4,,Yes,37.7,No,Yes,DSL,2,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,61.3,249.4,0.0,10,150.8,410.2,3,No,5281,0,0-12 Months,Medium
Female,28,Yes,No,Yes,Yes,2,Q3,Yes,1,58,Offer B,Yes,2.87,Yes,Yes,DSL,69,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.8,4415.75,0.0,0,166.46,4582.21,3,No,4292,0,48+ Months,Medium
Female,33,No,No,Yes,No,0,Q3,Yes,10,56,Offer B,Yes,37.5,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.0,5270.6,0.0,0,2100.0,7370.6,3,No,4615,0,48+ Months,High
Male,24,Yes,No,Yes,Yes,2,Q3,Yes,8,56,Offer B,No,0.0,No,Yes,Cable,41,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,52.0,2884.9,0.0,0,0.0,2884.9,3,No,5845,0,48+ Months,Medium
Female,58,No,No,No,No,0,Q3,No,0,4,,Yes,1.1,Yes,Yes,Cable,19,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,253.0,0.0,0,4.4,257.4,4,No,3334,0,0-12 Months,Medium
Male,34,No,No,No,No,0,Q3,No,0,10,,Yes,15.45,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,436.2,0.0,0,154.5,590.7,3,No,5586,0,0-12 Months,Low
Male,52,No,No,No,No,0,Q3,No,0,4,,No,0.0,No,Yes,Cable,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.4,0.0,0,0.0,118.4,4,No,3030,0,0-12 Months,Low
Female,63,No,No,Yes,No,0,Q3,Yes,1,51,Offer B,Yes,45.76,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,69.15,3649.6,0.0,110,2333.76,6093.36,4,No,5187,0,48+ Months,Medium
Female,29,Yes,No,No,No,0,Q3,No,0,6,,No,0.0,No,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,49.25,255.6,0.0,0,0.0,255.6,3,No,2979,0,0-12 Months,Low
Male,45,No,No,Yes,Yes,2,Q3,Yes,7,63,Offer B,No,0.0,No,Yes,DSL,16,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.35,2395.05,0.0,0,0.0,2395.05,5,No,5374,0,48+ Months,Low
Female,22,Yes,No,Yes,No,0,Q3,Yes,4,48,Offer B,Yes,39.25,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,5083.55,0.0,0,1884.0,6967.55,3,No,3109,0,24-48 Months,High
Female,44,No,No,No,Yes,1,Q3,No,0,35,,Yes,25.52,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,644.5,0.0,0,893.2,1537.7,4,No,3726,0,24-48 Months,Low
Male,58,No,No,No,No,0,Q3,No,0,2,,Yes,1.97,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,39.3,0.0,0,3.94,43.24,4,No,4064,0,0-12 Months,Low
Female,63,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,37.95,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,989.05,0.0,0,1897.5,2886.55,4,No,4934,0,48+ Months,Low
Female,43,No,No,No,No,0,Q3,No,0,33,,Yes,49.45,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.4,2406.1,0.0,60,1631.85,4097.95,4,No,4860,0,24-48 Months,Medium
Male,59,No,No,No,No,0,Q3,No,0,31,,Yes,34.57,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,638.55,0.0,0,1071.67,1710.22,3,No,2598,0,24-48 Months,Low
Female,22,Yes,No,Yes,Yes,1,Q3,Yes,9,9,,Yes,30.83,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,191.1,0.0,0,277.47,468.57,3,No,5352,0,0-12 Months,Low
Female,40,No,No,Yes,Yes,2,Q3,Yes,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0.0,0,233.82,4757.87,3,No,6275,0,48+ Months,High
Female,27,Yes,No,No,No,0,Q3,No,0,46,Offer B,Yes,30.6,No,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.65,4664.2,0.0,0,1407.6,6071.8,3,No,4727,0,24-48 Months,High
Male,35,No,No,No,Yes,1,Q3,No,0,34,Offer C,Yes,4.28,Yes,Yes,Fiber Optic,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.8,3470.8,0.0,0,145.52,3616.32,4,No,5382,0,24-48 Months,High
Male,28,Yes,No,Yes,Yes,2,Q3,Yes,7,71,Offer A,Yes,39.09,Yes,Yes,Fiber Optic,69,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,6910.3,0.0,0,2775.39,9685.69,3,No,4603,0,48+ Months,High
Female,62,No,No,Yes,Yes,2,Q3,Yes,6,63,Offer B,Yes,1.18,No,Yes,DSL,27,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,63.55,4014.2,0.0,90,74.34,4178.54,3,No,5733,0,48+ Months,Medium
Female,56,No,No,No,No,0,Q3,No,0,51,Offer B,Yes,44.35,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.95,1288.0,0.0,0,2261.85,3549.85,5,No,5458,0,48+ Months,Low
Female,35,No,No,Yes,No,0,Q3,Yes,7,64,Offer B,Yes,35.92,No,Yes,Fiber Optic,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.0,6375.8,0.0,0,2298.88,8674.68,4,No,5483,0,48+ Months,High
Female,54,No,No,No,No,0,Q3,No,0,15,,Yes,15.28,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.0,1505.45,0.0,0,229.2,1734.65,3,No,4521,0,12-24 Months,High
Female,40,No,No,No,No,0,Q3,No,0,18,,Yes,38.32,Yes,Yes,DSL,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,913.3,0.0,0,689.76,1603.06,3,No,5877,0,12-24 Months,Low
Female,35,No,No,Yes,Yes,2,Q3,Yes,3,57,Offer B,Yes,42.18,No,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.0,5535.8,0.0,0,2404.26,7940.06,5,No,6245,0,48+ Months,High
Male,20,Yes,No,Yes,Yes,1,Q3,Yes,3,14,,Yes,10.74,No,Yes,DSL,59,Yes,Yes,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.4,815.55,0.0,20,150.36,985.91,4,No,3186,0,12-24 Months,Medium
Male,23,Yes,No,Yes,No,0,Q3,Yes,10,70,Offer A,Yes,21.68,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.3,8244.3,0.0,0,1517.6,9761.9,4,No,4280,0,48+ Months,High
Female,33,No,No,No,No,0,Q3,No,0,38,Offer C,Yes,41.63,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,741.5,0.0,0,1581.94,2323.44,5,No,2295,0,24-48 Months,Low
Male,38,No,No,Yes,Yes,1,Q3,Yes,4,68,Offer A,Yes,36.51,No,Yes,DSL,24,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,62.65,4375.8,0.0,0,2482.68,6858.48,3,No,5215,0,48+ Months,Medium
Female,27,Yes,No,No,No,0,Q3,No,0,30,Offer C,Yes,34.49,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.45,3096.9,0.0,80,1034.7,4211.6,5,No,3936,0,24-48 Months,High
Male,39,No,No,Yes,No,0,Q3,Yes,10,51,Offer B,Yes,9.99,Yes,Yes,DSL,5,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,0.0,0,509.49,4410.74,3,No,4708,0,48+ Months,Medium
Female,30,No,No,No,No,0,Q3,No,0,31,Offer C,Yes,24.21,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.75,2613.4,0.0,0,750.51,3363.91,3,No,3727,0,24-48 Months,High
Female,35,No,No,Yes,Yes,1,Q3,Yes,5,72,Offer A,Yes,32.59,Yes,Yes,DSL,14,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.5,5661.7,0.0,0,2346.48,8008.18,3,No,4390,0,48+ Months,Medium
Female,62,No,No,No,No,0,Q3,No,0,37,Offer C,Yes,30.17,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.8,695.05,0.0,0,1116.29,1811.34,5,No,5987,0,24-48 Months,Low
Male,19,Yes,No,No,No,0,Q3,No,0,55,Offer B,Yes,42.19,No,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,5552.05,0.0,0,2320.45,7872.5,4,No,5101,0,48+ Months,High
Male,55,No,No,No,Yes,3,Q3,No,0,33,Offer C,Yes,10.36,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,3275.15,0.0,0,341.88,3617.03,4,No,3087,0,24-48 Months,High
Female,23,Yes,No,Yes,Yes,3,Q3,Yes,2,46,Offer B,Yes,6.26,No,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,90.95,4236.6,0.0,50,287.96,4574.56,5,No,5187,0,24-48 Months,High
Female,63,No,No,No,Yes,3,Q3,No,0,1,,Yes,33.21,No,Yes,DSL,75,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,0.0,0,33.21,87.71,3,No,4359,0,0-12 Months,Medium
Female,43,No,No,Yes,Yes,1,Q3,Yes,3,19,,Yes,7.42,No,Yes,DSL,17,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,962.9,0.0,0,140.98,1103.88,3,No,5735,0,12-24 Months,Low
Female,62,No,No,No,Yes,1,Q3,No,0,61,Offer B,Yes,32.05,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.0,1498.35,0.0,0,1955.05,3453.4,4,No,4673,0,48+ Months,Low
Male,28,Yes,No,No,No,0,Q3,No,0,26,Offer C,Yes,29.07,No,Yes,Cable,42,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.45,1233.15,0.0,0,755.82,1988.97,3,No,5451,0,24-48 Months,Low
Male,50,No,No,Yes,No,0,Q3,No,0,45,Offer B,Yes,29.81,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0.0,0,1341.45,6224.25,5,No,3301,0,24-48 Months,High
Male,23,Yes,No,Yes,Yes,2,Q3,Yes,4,62,Offer B,Yes,37.75,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,89.1,5411.65,0.0,0,2340.5,7752.15,4,No,5995,0,48+ Months,High
Female,37,No,No,No,No,0,Q3,No,0,3,,Yes,34.89,No,Yes,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0.0,10,104.67,262.72,5,No,3422,0,0-12 Months,Low
Female,21,Yes,No,Yes,Yes,1,Q3,Yes,7,41,Offer B,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.6,3930.55,0.0,0,603.93,4534.48,3,No,3275,0,24-48 Months,High
Male,31,No,No,Yes,Yes,3,Q3,Yes,4,67,Offer A,Yes,13.26,No,Yes,Fiber Optic,76,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.15,6895.5,0.0,0,888.42,7783.92,3,No,4376,0,48+ Months,High
Female,53,No,No,Yes,No,0,Q3,Yes,6,71,Offer A,Yes,5.22,Yes,Yes,Fiber Optic,10,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,95.65,6856.95,0.0,0,370.62,7227.57,3,No,5856,0,48+ Months,High
Female,32,No,No,Yes,Yes,2,Q3,Yes,3,37,Offer C,Yes,1.12,No,Yes,Cable,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.1,2658.8,0.0,0,41.44,2700.24,3,No,4131,0,24-48 Months,Medium
Male,45,No,No,Yes,No,0,Q3,Yes,5,60,,Yes,22.22,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.2,5099.4,3,No,6174,0,48+ Months,Medium
Female,50,No,No,No,No,0,Q3,No,0,6,Offer E,Yes,31.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,129.55,0.0,0,186.12,315.67,5,No,5387,0,0-12 Months,Low
Female,42,No,No,Yes,Yes,3,Q3,Yes,8,11,,Yes,44.84,No,Yes,DSL,57,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.0,581.7,0.0,60,493.24,1134.94,3,No,5777,0,0-12 Months,Medium
Female,45,No,No,Yes,Yes,3,Q3,Yes,8,10,,Yes,32.76,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,0.0,0,327.6,1257.05,4,No,4531,0,0-12 Months,High
Male,44,No,No,Yes,No,0,Q3,Yes,6,34,Offer C,Yes,4.42,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,679.0,0.0,0,150.28,829.28,3,No,2236,0,24-48 Months,Low
Female,45,No,No,No,No,0,Q3,No,0,62,,Yes,23.18,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,3846.75,0.0,0,1437.16,5283.91,3,No,5172,0,48+ Months,Medium
Male,24,Yes,No,Yes,No,0,Q3,Yes,5,64,,Yes,32.93,Yes,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,4480.7,0.0,0,2107.52,6588.22,4,No,5037,0,48+ Months,Medium
Male,29,Yes,No,No,No,0,Q3,No,0,25,Offer C,Yes,29.38,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.75,499.4,0.0,0,734.5,1233.9,3,No,5161,0,24-48 Months,Low
Female,30,No,No,No,No,0,Q3,No,0,26,Offer C,Yes,35.75,No,Yes,Cable,71,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,56.05,1553.2,0.0,0,929.5,2482.7,4,No,3079,0,24-48 Months,Medium
Male,22,Yes,No,No,Yes,1,Q3,No,0,10,,Yes,7.86,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.6,298.1,5,No,3044,0,0-12 Months,Low
Female,52,No,No,No,No,0,Q3,No,0,53,,Yes,29.39,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,98.6,5311.85,0.0,0,1557.67,6869.52,3,No,4635,0,48+ Months,High
Male,59,No,No,No,No,0,Q3,No,0,33,Offer C,Yes,17.63,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.0,2576.8,0.0,0,581.79,3158.59,3,No,4396,0,24-48 Months,Medium
Female,25,Yes,No,No,No,0,Q3,No,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,1993.25,0.0,0,475.02,2468.27,5,No,3982,0,24-48 Months,Medium
Male,51,No,No,Yes,Yes,3,Q3,Yes,3,24,Offer C,Yes,45.68,Yes,Yes,Cable,26,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.0,1923.85,0.0,0,1096.32,3020.17,3,No,3019,0,12-24 Months,Medium
Male,63,No,No,Yes,Yes,1,Q3,Yes,5,20,,Yes,13.18,No,Yes,Cable,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,939.8,0.0,0,263.6,1203.4,3,No,3235,0,12-24 Months,Low
Female,44,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,7.34,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0.0,0,7.34,91.94,3,No,2196,0,0-12 Months,High
Female,45,No,No,Yes,Yes,3,Q3,Yes,10,72,Offer A,Yes,37.84,Yes,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,0.0,0,2724.48,8711.03,3,No,5598,0,48+ Months,High
Male,26,Yes,No,Yes,No,0,Q3,Yes,4,52,,Yes,49.82,No,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,5487.0,0.0,0,2590.64,8077.64,3,No,4969,0,48+ Months,High
Female,63,No,No,No,No,0,Q3,No,0,9,Offer E,Yes,29.87,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.05,651.5,0.0,0,268.83,920.33,3,No,5121,0,0-12 Months,Medium
Female,38,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,49.33,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,49.33,94.73,3,No,4916,0,0-12 Months,Low
Male,55,No,No,Yes,Yes,1,Q3,No,0,69,Offer A,Yes,8.46,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.35,6856.45,0.0,0,583.74,7440.19,4,No,4637,0,48+ Months,High
Male,37,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,45.77,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,0.0,0,45.77,96.52,3,No,2250,0,0-12 Months,Medium
Male,60,No,No,No,No,0,Q3,No,0,54,,Yes,18.54,Yes,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,87.1,4735.2,0.0,80,1001.16,5816.36,3,No,5418,0,48+ Months,High
Male,51,No,No,No,Yes,3,Q3,No,0,33,Offer C,Yes,21.16,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.15,682.15,0.0,0,698.28,1380.43,3,No,5759,0,24-48 Months,Low
Female,49,No,No,No,Yes,1,Q3,No,0,11,,No,0.0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.2,321.05,0.0,0,0.0,321.05,3,No,5916,0,0-12 Months,Low
Male,22,Yes,No,No,No,0,Q3,No,0,6,,Yes,3.16,No,Yes,DSL,41,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,335.65,0.0,0,18.96,354.61,3,No,2482,0,0-12 Months,Medium
Male,28,Yes,No,No,No,0,Q3,No,0,21,,Yes,16.16,No,Yes,DSL,42,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.35,1424.4,0.0,0,339.36,1763.76,3,No,2887,0,12-24 Months,Medium
Female,25,Yes,No,Yes,Yes,3,Q3,Yes,9,65,,Yes,34.03,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.3,1748.55,0.0,0,2211.95,3960.5,4,No,4533,0,48+ Months,Low
Male,60,No,No,Yes,Yes,2,Q3,Yes,4,43,,Yes,2.81,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.25,1077.95,0.0,0,120.83,1198.78,4,No,4432,0,24-48 Months,Low
Male,37,No,No,Yes,Yes,2,Q3,Yes,7,60,,Yes,43.24,No,Yes,DSL,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,60.5,3694.45,0.0,0,2594.4,6288.85,3,No,6026,0,48+ Months,Medium
Male,48,No,No,No,No,0,Q3,No,0,17,,No,0.0,No,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.1,382.8,0.0,0,0.0,382.8,4,No,4580,0,12-24 Months,Low
Male,24,Yes,No,Yes,Yes,1,Q3,Yes,4,35,Offer C,Yes,41.02,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,746.75,0.0,0,1435.7,2182.45,3,No,3942,0,24-48 Months,Low
Female,48,No,No,Yes,Yes,1,Q3,Yes,4,12,,No,0.0,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25,368.85,0.0,0,0.0,368.85,4,No,5988,0,0-12 Months,Low
Male,63,No,No,No,No,0,Q3,No,0,1,,Yes,13.08,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,13.08,33.28,5,No,4496,0,0-12 Months,Low
Female,57,No,No,No,No,0,Q3,No,0,28,Offer C,Yes,11.32,No,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,59.9,1654.7,0.0,0,316.96,1971.66,3,No,4131,0,24-48 Months,Medium
Male,61,No,No,Yes,No,0,Q3,Yes,7,70,Offer A,Yes,9.03,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.15,1940.85,0.0,0,632.1,2572.95,4,No,4279,0,48+ Months,Low
Male,61,No,No,No,No,0,Q3,No,0,18,,Yes,7.56,No,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3,1794.65,0.0,0,136.08,1930.73,3,No,5948,0,12-24 Months,High
Male,46,No,No,Yes,No,0,Q3,Yes,1,70,Offer A,Yes,18.26,Yes,Yes,DSL,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.95,5289.8,0.0,0,1278.2,6568.0,3,No,6280,0,48+ Months,Medium
Female,51,No,No,Yes,Yes,3,Q3,Yes,1,9,,Yes,23.36,Yes,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.3,501.2,0.0,0,210.24,711.44,5,No,4291,0,0-12 Months,Medium
Female,63,No,No,No,No,0,Q3,No,0,1,,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.45,48.45,0.0,0,16.42,64.87,3,No,5838,0,0-12 Months,Low
Female,20,Yes,No,Yes,Yes,3,Q3,Yes,5,18,,Yes,20.0,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,309.25,0.0,0,360.0,669.25,5,No,2269,0,12-24 Months,Low
